Address,Area,Longitude,Latitude,Living area (m2),Rooms,Floor,Rent,Sold date,Listed price,Sold for (SEK),LongitudeXLatitude
Luntmakargatan 78,Vasastan Norrmalm,18.05888832,59.34240691,21,1,2,717,2017-02-09,2150000,3015000,1071.65789902769
Solberga Ängsväg 15,Älvsjö,18.01271796,59.28181057,72.5,3,2,5441,2017-02-09,1995000,2240000,1067.82653395556
Annedalsvägen 42,Bromma,17.94849515,59.3657224,95,4,0,5242,2017-02-09,4595000,5360000,1065.52538057265
Kratsbodavägen 50,Bromma,17.9548,59.3611,51,2,6,2995,2017-02-09,3595000,3450000,1065.81667828
Torsbygatan 18,Farsta,18.09653027,59.24334322,46.5,2,0,2411,2017-02-09,1995000,2230000,1072.09895387673
Sandhamnsgatan 13,Gärdet,18.1077,59.347,37,1.5,4.5,2833,2017-02-09,2695000,3120000,1074.6376719
Filipstadsbacken 40,Farsta,18.10423317,59.23911107,58.5,2,4,3250,2017-02-09,1995000,2460000,1072.47867959481
Sankt Mickelsgatan 114,Hägersten,17.9615849,59.2986532,78,3,1,3583,2017-02-09,4295000,4850000,1065.09779390746
Mössebergsvägen 30,Bromma,17.9817719,59.3375136,61,3,3,3458,2017-02-09,3790000,4000000,1066.99363466835
Sköndalsvägen 124,Sköndal,18.11656237,59.2518412,43,1.5,4,2125,2017-02-09,1890000,2360000,1073.43967663714
Prästgårdsgränd 11,Älvsjö,18.0096366,59.2807799,89,4,0,3844,2017-02-09,3095000,3500000,1067.62530336358
Ölandsgatan 46,Södermalm,18.07773471,59.30865423,46,2,3,3065,2017-02-09,3395000,3800000,1072.16611717706
Gösta Ekmans väg 5,Hägersten,17.98009629,59.30349363,80.3,3,2,3739,2017-02-09,3395000,4130000,1066.2825258008
Folkungagatan 78,Södermalm,18.07864666,59.31473768,53,2,4,2882,2017-02-09,3975000,4580000,1072.33018424731
Ålgrytevägen 31,Skärholmen,17.94132861,59.29850485,52,2,0,3123,2017-02-09,2795000,2820000,1063.89396159553
Timmermansgatan 37,Södermalm,18.0619,59.315,45,2,5,2356,2017-02-09,3495000,4500000,1071.3415985
Fregattvägen 48,Hägersten-Liljeholmen,18.0001916,59.3137743,44.5,2,1,3026,2017-02-09,2195000,2710000,1067.65930191916
Bondegatan 29,Södermalm,18.0831594,59.3134946,79,3,2,4098,2017-02-09,5795000,5950000,1072.57537742284
Edagränd 14,Farsta,18.09921667,59.23891623,93,4,1,5090,2017-02-09,3495000,4100000,1072.17798014275
Lingvägen 205,Farsta,18.0929507,59.2535602,120,5,0,4701,2017-02-09,4095000,4780000,1072.07174349808
Tellusborgsvägen 92,Hägersten,18.00091089,59.29869059,35,1,3,2005,2017-02-09,3010000,3010000,1067.43044520427
Hammarby Allé 15,Hammarby Sjöstad,18.08271289,59.30201103,56,1,-1,3737,2017-02-09,3195000,3220000,1072.3412392551
Gröndalsvägen 159,Hägersten-Liljeholmen,17.9867163,59.3149904,91,4,3,4611,2017-02-09,4795000,5350000,1066.88190466202
Skeppargatan 20,Östermalm,18.08284461,59.33373531,130,6,4,6429,2017-02-09,13900000,14650000,1072.9227157416
Västmannagatan 48,Vasastan,18.0485855,59.3410055,105,4,1,1364,2017-02-09,9995000,11050000,1071.02121142272
Wargentinsgatan 3,Kungsholmen,18.040591,59.3325948,31.5,1.5,1,1868,2017-02-09,2695000,3500000,1070.39507575553
Värtavägen 6,Östermalm,18.09206429,59.33880079,49,2,4,1650,2017-02-09,4800000,5280000,1073.56139878418
Skeppargatan 94,Östermalm,18.08992191,59.34213168,79,2.5,3,2773,2017-02-09,6450000,6550000,1073.49452806414
Årstavägen 29,Årsta,18.05361763,59.29567331,74,3,3,3425,2017-02-09,3750000,5050000,1070.50141305214
Alströmergatan 45,Kungsholmen,18.027301,59.3363026,71,2,1,3549,2017-02-09,4995000,6300000,1069.67338719728
Nybrogatan 65,Östermalm,18.08065091,59.33922399,59,2,1,311,2017-02-09,6500000,6300000,1072.89179423349
Engelbrektsgatan 16,Östermalm,18.0726707,59.34382022,87,3,2,4422,2017-02-09,7750000,8200000,1072.50132091606
Atlasgatan 1,Vasastan,18.03974082,59.33792054,75,3,3,3175,2017-02-09,5950000,7600000,1070.44070733935
Birger Jarlsgatan 44,Östermalm,18.06731987,59.34005634,63,3,6,1705,2017-02-09,6900000,7510000,1072.1157789986
Riksdalervägen 16,Hägerstensåsen,17.98515084,59.29768919,70,3,1,4613,2017-02-09,3095000,3715000,1066.47788454559
Karusellvägen 51,Västberga,18.00511078,59.29597703,51,2,3,2913,2017-02-09,2195000,2800000,1067.63063523349
Hägerstens Allé 18,Axelsberg,17.9758,59.30551386,122,5,1,4198,2017-02-09,5395000,6600000,1066.06405604459
Filipstadsbacken 22,Farsta Strand,18.10632864,59.23865342,36,1,7,2457,2017-02-09,1695000,2120000,1072.59452701358
Sverkersgatan 6,Aspudden,17.99706347,59.30711559,69,3,1,3760,2017-02-09,3995000,4955000,1067.35392349586
Sveavägen 89,Vasastan,18.05244029,59.34579135,41,1,3,1923,2017-02-09,3200000,3850000,1071.33635480867
Sågargatan 16,Södermalm,18.09108138,59.3140697,59,2,3,3410,2017-02-09,4450000,5350000,1073.05566192169
Hälsingegatan 8,Vasastan,18.0416125,59.3438621,31,2,4,1135,2017-02-09,3795000,4200000,1070.65896426164
Sickla Kanalgata 13C,Hammarby Sjöstad,18.1044829,59.305822,46,2,1,3569,2017-02-09,2995000,3470000,1073.70124026944
Lödösevägen 5,Hammarbyhöjden,18.1039717,59.2930095,46,2,1,3350,2017-02-09,2295000,2910000,1073.43896599583
Folkskolegatan 20,Södermalm,18.03057541,59.31632649,27,1,3,2302,2017-02-09,2195000,2760000,1069.50749782213
Kungsbro Strand 19,Kungsholmen,18.05078387,59.33044775,20.5,1,0,1530,2017-02-09,1995000,2660000,1070.96108924558
Fyrskeppsvägen 33,Johanneshov,18.1038164,59.2884824,73,3,3,4457,2017-02-09,2995000,3500000,1073.34780000423
Hållövägen 17,Blåsut,18.0921813,59.289818,85,3,1,4533,2017-02-09,4395000,4500000,1072.6821365
Norrbackagatan 27B,Vasastan,18.02984184,59.34381716,78,3,1,3529,2017-02-09,5295000,5650000,1069.95963757668
Erik Dahlbergsgatan 41,Östermalm,18.09253171,59.34429513,37,2,2,2047,2017-02-09,3295000,3550000,1073.68854144712
Sigtunagatan 11,Vasastan,18.0412,59.3417,57,2,3,3570,2017-02-09,4995000,5350000,1070.59547804
Sibeliusgången 36,Akalla,17.91102099,59.41627836,45.4,2,2,2849,2017-02-09,1695000,1975000,1064.20620885364
Glindragränd 12,Årsta,18.05800438,59.2930327,67,3,2,3978,2017-02-08,3495000,4330000,1070.71384420008
Bårdgränd 12,Bromma Brommaplan,17.92974,59.33879,28,1.5,1,2105,2017-02-08,1795000,2380000,1063.9290766146
Svartviksvägen 23,Bromma Traneberg,17.9906676,59.3368465,42,2,2,2053,2017-02-08,2495000,3300000,1067.50948181372
Högalidsgatan 36C,Södermalm Hornstull,18.03776979,59.3185208,33,1,3,2022,2017-02-08,2650000,3710000,1069.97382247373
Skulptörvägen 17,Gullmarsplan,18.07430615,59.29609536,48,2,4,3073,2017-02-08,2995000,3425000,1071.73578103623
Götgatan 102,Södermalm,18.07538509,59.30910327,60,2,5,2612,2017-02-08,4395000,4330000,1072.03488094783
Doktor Widerströms gata 35,Hägersten,17.9589482,59.2874951,68,3,1,3863,2017-02-08,2695000,3160000,1064.74105340865
Sickla Kanalgata 93,Hammarby Sjöstad,18.109653,59.30355009,95,3,1,5821,2017-02-08,5490000,6360000,1073.96671379802
Råcksta Gårdsväg 23,Vällingby,17.88709,59.35469,47,2,10,3571,2017-02-08,1995000,2275000,1061.6826819521
Industrigatan 6,Kungsholmen,18.0304805,59.3367595,80,3,3,3088,2017-02-08,5975000,6300000,1069.87028509794
Tomtebogatan 27,Birkastan,18.03102043,59.34132283,45,2,3,2049,2017-02-08,3795000,4675000,1069.98460429096
Hagagatan 22,Vasastan,18.0515378,59.3457073,78,3,2,4767,2017-02-08,6175000,7550000,1071.28127859369
Kammakargatan 21,Norrmalm-Vasastan,18.05661135,59.33761957,60,3,1,3489,2017-02-08,4795000,5625000,1071.43633500964
Primusgatan 87,Lilla Essingen,18.0042449,59.3231579,51,2,3,3309,2017-02-08,3495000,4120000,1068.06866307297
Frejgatan 15,Vasastan,18.06074023,59.34819833,65,2,4,1984,2017-02-08,5495000,5800000,1071.87239315665
Fyrvaktarkroken 60,Blåsut,18.09434406,59.29048215,43.5,2,3,2634,2017-02-08,2695000,3285000,1072.82238350539
Damastvägen 7,Riksby,17.94366392,59.34047279,53.5,2,1,2893,2017-02-08,2495000,2950000,1064.78550059766
Katarina Bangata 60,Södermalm,18.08404635,59.31026592,75,3,6,3198,2017-02-08,5475000,6925000,1072.56959792811
Lindhagensterrassen 27,Kungsholmen,18.0158644,59.3348206,78,3,10,3416,2017-02-08,5495000,6110000,1068.96808212793
Polhemsgatan 11,Kungsholmen,18.03565621,59.3291726,44,2,5,2009,2017-02-08,3795000,4550000,1070.04056023735
Vulcanusgatan 1,Vasastan,18.03701878,59.33789518,41,2,3,2417,2017-02-08,3300000,4160000,1070.27872972733
Valhallavägen 49,Östermalm,18.06629777,59.3476384,30,1,4,2378,2017-02-08,2600000,3040000,1072.19210728069
Stagneliusvägen 23,Kungsholmen,18.01059713,59.32762529,35,2,4,2481,2017-02-08,2495000,3050000,1068.52595777779
Finn Malmgrens väg 57,Hammarbyhöjden,18.1098938,59.29595566,38,2,1,3230,2017-02-08,2095000,2760000,1073.84345977211
Strålgatan 12,Essingeöarna,18.00502856,59.32440015,43,2,5,2164,2017-02-08,2800000,3350000,1068.13751900562
Folkungagatan 118,Södermalm,18.08563858,59.31544241,32,1,2,1051,2017-02-08,2650000,3380000,1072.75765364006
Lidköpingsvägen 45,Hammarbyhöjden,18.10058713,59.29222185,48,2,2,3288,2017-02-08,2850000,3480000,1073.22402772722
Mariehällstorget 7,Bromma,17.94840932,59.36133216,53,2,5,2896,2017-02-08,2695000,2930000,1065.44148738816
Klädesvägen 42,Bromma,17.94395994,59.3385836,43,2,5,2437,2017-02-08,2995000,3100000,1064.76916701474
Nynäsvägen 332,Gamla Enskede,18.08940309,59.28393706,40,1,1,1937,2017-02-08,2295000,2850000,1072.41103424053
Lagerlöfsgatan 8,Kungsholmen,18.01875,59.32973,52,2,1,1710,2017-02-08,3495000,4020000,1069.0475724375
Strålgatan 8,Lilla Essingen,18.00568445,59.32448966,26,1,6,1812,2017-02-08,1995000,2720000,1068.17804097525
Kungssätravägen 62,Sätra,17.91880846,59.28578915,66,2,0,3823,2017-02-08,1990000,2375000,1062.3307001788
Slätbaksvägen 10,Årsta,18.0610513,59.2968151,42.5,2,3,2924,2017-02-08,2250000,2725000,1070.96281944771
Bränningevägen 1,Årsta,18.05007778,59.2980453,54,2,2,2858,2017-02-08,2595000,3240000,1070.33432986696
Sulitelmavägen 8,Traneberg,17.97663689,59.33641239,39,1.5,1,2716,2017-02-08,2395000,2950000,1066.66913989033
Langelandsgatan 14,Kista,17.94400788,59.4007375,81.5,3,1,3977,2017-02-08,2395000,2740000,1065.88730177781
Högviltsgatan 9,Norra Djurgårdsstaden,18.0861,59.357,40,2,2,2942,2017-02-08,3175000,3350000,1073.5366377
Vårbergsvägen 177,Vårberg,17.88364749,59.27879396,91,3,5,5123,2017-02-08,2290000,2350000,1060.12105481298
Ålgrytevägen 33,Bredäng,17.94183217,59.29841578,91.5,4.5,7,5119,2017-02-08,4595000,4400000,1063.92222387164
Beckomberga Ängsväg 49,Beckomberga,17.8977263,59.3574335,59,2,6,3727,2017-02-08,2950000,2900000,1062.36309865345
Mjärdgränd 4,Södermalm,18.08809334,59.3059207,43,2,0,2968,2017-02-08,2795000,3775000,1072.73102923624
Stagneliusvägen 43,Fredhäll,18.00437767,59.32908088,58,2,0,1237,2017-02-08,4150000,4950000,1068.1831789775
Svandammsvägen 17B,Midsommarkransen,18.01309743,59.30143009,38,2,1,2659,2017-02-08,2695000,3075000,1068.2024379495
Fredsborgsgatan 3,Liljeholmskajen,18.0276947,59.30688477,58,2,2,3720,2017-02-08,3900000,4400000,1069.16641224164
Fatburs Brunnsgata 29,Södermalm,18.06769531,59.31384789,84.5,3,3,5095,2017-02-08,7025000,7025000,1071.66453134021
Garvargatan 20,Kungsholmen,18.0418849,59.3285193,41,2,4,1867,2017-02-08,3495000,3880000,1070.39831649803
Ekshäradsgatan 81,Farsta,18.09198,59.23698,64,3,5,3865,2017-02-08,2450000,2790000,1071.7142574204
Skeppargatan 41,Östermalm,18.08429406,59.3359476,92,3,3,2677,2017-02-08,9850000,10300000,1073.04872472715
Fridhemsgatan 8,Kungsholmen,18.0273237,59.3303386,28,1,4,1160,2017-02-08,2450000,3160000,1069.5672191728
Nathorstvägen 11,Skarpnäcks stadsdelsområde,18.0890777,59.2974396,44,2,3,3450,2017-02-08,2600000,3450000,1072.63599233546
Typografvägen 2,Örnsberg,17.98948973,59.30394796,41,2,1,2470,2017-02-08,2495000,2810000,1066.84776277487
Sysslomansgatan 24,Kungsholmen,18.02421519,59.33086553,89,3,2,4561,2017-02-08,5975000,7300000,1069.39228772167
Sjöbjörnsvägen 66A,Hägersten-Liljeholmen,18.00725599,59.31781812,66,3,5,4530,2017-02-08,4495000,5700000,1068.1511356551
Lundagatan 46,Södermalm,18.04350972,59.31827445,36,2,2,1880,2017-02-08,2875000,3800000,1070.3098616122
Hagagatan 22,Vasastan,18.0515378,59.3457073,120,4.5,5,5268,2017-02-08,9950000,9950000,1071.28127859369
Reimersholmsgatan 49,Södermalm,18.02195442,59.31730671,86,3,2,4857,2017-02-08,5600000,7050000,1069.01379784478
Falugatan 23,Vasastan Rödabergen,18.0356467,59.3448806,68,2,2,3130,2017-02-08,4875000,5600000,1070.32329995528
Karlskogagatan 14,Farsta,18.08369994,59.24552156,47,1,2,3011,2017-02-08,1795000,2250000,1071.37823467984
Hjovägen 6,Skarpnäcks stadsdelsområde,18.1099531,59.2953886,45,2,2,3332,2017-02-08,2450000,3045000,1073.83670659227
Västertorpsvägen 160A,Mälarhöjden-Västertorp,17.95183666,59.28972959,67,3,23,3149,2017-02-08,3195000,3195000,1064.35954121525
Korphoppsgatan 28,Hammarby Sjöstad,18.10124159,59.30359938,60,2.5,2,4004,2017-02-08,3995000,4600000,1073.46877953395
Ymsenvägen 14,Årsta,18.06884,59.29732,55,2,1,2530,2017-02-08,2875000,3125000,1071.4337875088
Värmlandsvägen 7C,Farsta,18.08600614,59.24744348,45.5,2,4,2597,2017-02-08,2195000,2710000,1071.54962655858
Gjörwellsgatan 45,Kungsholmen,18.0130624,59.326372,99,3,4,5415,2017-02-08,6295000,7250000,1068.64964080161
Östersundsgatan 7,Vällingby,17.88391049,59.35448603,64,2,5,3467,2017-02-08,2075000,2720000,1061.49031534048
Beckomberga Ängsväg 39,Bromma,17.897927,59.355932,80,3,5,4303,2017-02-08,3495000,4030000,1062.34813795296
Timrågatan 38,Vällingbyhöjden,17.87748098,59.36940693,96,4,0,2470,2017-02-08,4175000,3950000,1061.37544318496
Kvarnbacksvägen 125,Bromma Riksby,17.9421059,59.3401712,54,2,0,2893,2017-02-08,2450000,2930000,1064.68763579453
Helsingforsgatan 29,Akalla,17.91903909,59.4122435,51,2,3,3015,2017-02-08,1695000,2110000,1064.6103137011
Drottningholmsvägen 256,Stora Mossen,17.9671736,59.3351157,73,3,1,4031,2017-02-08,3095000,3700000,1066.08432435799
Toffelbacken 29,Solberga,18.0141189,59.2851436,88,3.5,2,3966,2017-02-08,2875000,3300000,1067.96962581397
Midsommarparken 5A,Hägersten,18.01301575,59.3009824,40,2,0.5,2830,2017-02-08,2495000,3075000,1068.18952996167
Ynglingagatan 26,Vasastan,18.04452322,59.34864843,78,2,3,2499,2017-02-08,5450000,6600000,1070.91806467075
Krukmakargatan 59,Södermalm,18.045868,59.3157317,48,2,1,2975,2017-02-08,3690000,4200000,1070.40386458162
Ulvsundavägen 40,Bromma,17.96663761,59.33706899,46,2,2,2057,2017-02-08,2795000,2830000,1066.0876153829
Rävsnäsvägen 32,Örby Slott,18.0288082,59.2791277,83,3,2,4414,2017-02-08,3400000,3400000,1068.73202356661
Svärdlångsvägen 45,Årsta,18.03260922,59.29979269,57,2,3,3826,2017-02-08,2495000,3060000,1069.32998840578
Ågesta Broväg 61,Farsta Strand,18.1016,59.2391,79.5,3,2,4925,2017-02-08,2895000,3815000,1072.32249256
Scheelegatan 11A,Ög,18.04421371,59.33208284,32,1,4,1126,2017-02-08,2995000,3560000,1070.60078262438
Sysslomansgatan 24,Kungsholmen,18.02421519,59.33086553,24,1,4,1230,2017-02-08,2250000,2710000,1069.39228772167
Ehrensvärdsgatan 6,Kungsholmen,18.03411113,59.32847861,27,1,1,967,2017-02-08,2150000,2910000,1069.93637642657
Saltsjöqvarns Kaj 35,Saltsjöqvarn,18.10848355,59.31444749,137,4,6,3563,2017-02-08,10500000,13000000,1074.09469665
Pontonjärgatan 45,Kungsholmen,18.02812958,59.32982254,33,1,0,1995,2017-02-08,2800000,3100000,1069.60572870952
Bondegatan 29,Södermalm,18.0831594,59.3134946,79.5,3,1,4008,2017-02-08,4975000,5500000,1072.57537742284
Lars Forssells gata 22,Kungsholmen-Hornsbergs Strand,18.0049858,59.3382847,82,3,7,3699,2017-02-08,6450000,7300000,1068.38497341986
Rangstagatan 18,Högdalen,18.04089,59.26523,66,3,8,3857,2017-02-08,3495000,3495000,1069.1974952547
Sjöviksvägen 124,Liljeholmskajen,18.03587251,59.3052088,46,1,1,2816,2017-02-08,2995000,2995000,1069.62118509573
Riksdalervägen 7,Hägerstensåsen,17.98408653,59.29751833,56,2,5,2182,2017-02-08,2695000,3675000,1066.41170066098
Bennebolsgatan 40,Spånga,17.89311491,59.38431039,52.5,2,3,3563,2017-02-08,2195000,2420000,1062.57028965938
Harpsundsvägen 31,Högdalen,18.0452089,59.263591,36,1,1,1799,2017-02-08,1925000,2200000,1069.42387975916
Svärdlångsvägen 19A,Årsta,18.0369,59.3018,40.8,1.5,1,3440,2017-02-08,1995000,2520000,1069.62063642
Birger Jarlsgatan 103B,Vasastan,18.06005054,59.34800393,30,1,4,1528,2017-02-08,2650000,3500000,1071.82795042392
Primusgatan 96,Essingeöarna,18.0046,59.3225,50,2,5,2955,2017-02-08,3995000,4500000,1068.0778835
Birger Jarlsgatan 103B,Vasastan,18.06005054,59.34800393,51,2,4,2639,2017-02-08,4500000,5300000,1071.82795042392
Selebovägen 11,Svedmyra,18.068108,59.2715576,58,2,0,3193,2017-02-08,2375000,3010000,1070.92490404502
Solberga Ängsväg 7D,Älvsjö,18.0124,59.2811,80.5,3,0,4656,2017-02-08,2495000,3300000,1067.79488564
Björnsonsgatan 140,Bromma,17.8807,59.3489,31,1,8,1554,2017-02-08,1790000,2400000,1061.19987623
Lustigkullavägen 1,Gröndal,18.0140025,59.3155417,46,2,1,2858,2017-02-08,2495000,3320000,1068.51031647265
Öregrundsgatan 18,Gärdet Östermalm,18.11252,59.3446,100.8,4,0,6102,2017-02-08,4750000,5235000,1074.880254392
Råckstavägen 84,Vällingby Råcksta,17.89259233,59.3629945,76.5,3,0,4599,2017-02-08,2695000,2695000,1062.15786007653
Sankt Göransgatan 72,Kungsholmen,18.03095042,59.33363226,38,2,4,851,2017-02-08,3195000,4165000,1069.84178151857
Erik Dahlbergsgatan 18,Nedre Gärdet,18.09167821,59.342099,25,1,1,1399,2017-02-08,2350000,3120000,1073.59815941396
Bastugatan 19,Södermalm,18.0620861,59.3202082,44,1.5,2,2062,2017-02-08,3695000,5200000,1071.44670797833
Tjustgatan 5,Södermalm,18.07079,59.31193,48,2,2,1945,2017-02-08,2995000,4300000,1071.8134315247
Heleneborgsgatan 8B,Södermalm,18.04262886,59.31984675,34,1,0.5,1922,2017-02-08,2695000,3210000,1070.28597894233
Ringvägen 127B,Södermalm,18.07772398,59.30832019,38,1,3,1475,2017-02-08,2750000,3530000,1072.15944211228
Skarabacken 49,Skarpnäcks stadsdelsområde,18.0991617,59.29237856,65,3,3,4420,2017-02-08,4400000,4300000,1073.14234713505
Rådmansgatan 75,Vasastan,18.0528924,59.33879733,36,1,3,1609,2017-02-08,0,3825000,1071.2369233439
Norrtullsgatan 63,Vasastan,18.04464809,59.34894262,36,2,3,1886,2017-02-08,2995000,3725000,1070.9307840915
Lugntorpsvägen 46,Västertorp,17.96513719,59.29409833,80,3,4,5074,2017-02-08,3995000,4625000,1065.2266110558
Döbelnsgatan 53A,Vasastan,18.05989475,59.34234012,57,2,3,3476,2017-02-08,4995000,5870000,1071.7164167859
Karlbergsvägen 66A,Vasastan,18.0327,59.3425,94,4,4,3942,2017-02-08,7995000,8950000,1070.10549975
Brännkyrkagatan 81,Högalid,18.05258858,59.31820966,60,2,5,1977,2017-02-08,4500000,4875000,1070.84723429416
Högalidsgatan 46A,Högalid,18.03514453,59.31823293,62,2,5,3268,2017-02-08,4995000,6075000,1069.81290415676
Salagatan 30,Spånga,17.8901,59.3858,115,5,6,6369,2017-02-08,3795000,4300000,1062.41790058
Sankt Göransgatan 153,Kungsholmen,18.01438,59.33804,22.5,1,6,1427,2017-02-08,1995000,2560000,1068.9380010152
Heleneborgsgatan 50,Hornstull,18.0336274,59.318951,83,3,3,3296,2017-02-08,5995000,6025000,1069.73586009286
Fågelhundsgatan 10,Norra Djurgårdsstaden,18.08543289,59.35615613,62.5,2,3,3703,2017-02-08,4475000,4500000,1073.48177829748
Creutzgatan 1,Kungsholmen,18.01558,59.33215,39,2,4,1184,2017-02-07,2895000,3625000,1068.903094897
Skåpvägen 13,Enskede,18.07956934,59.26474562,54,2,2,2816,2017-02-07,2195000,2900000,1071.48107785425
Svartviksslingan 96,Bromma,17.98911987,59.3396206,79.5,3,4,4677,2017-02-07,3695000,4430000,1067.46754801372
Smedsbacksgatan 11,Gärdet,18.097862,59.348761,37.5,2,3,2274,2017-02-07,2795000,3600000,1074.08568644898
Upplandsgatan 11,Norrmalm,18.05354094,59.33743908,31,2,4,1602,2017-02-07,3050000,4125000,1071.25088570554
Drottningholmsvägen 31,Kungsholmen,18.02648,59.33168,36,2,7,1871,2017-02-07,2950000,3770000,1069.5413428864
Karlavägen 54,Östermalm,18.08158206,59.33921095,28,1,6,628,2017-02-07,2950000,3870000,1072.94681216808
Tjärhovsgatan 22,Södermalm Katarina,18.07746229,59.31526971,20,1,3,2369,2017-02-07,1950000,2360000,1072.2695514037
Farstavägen 87,Farsta,18.09113076,59.24549817,64,3,11,2567,2017-02-07,2800000,2800000,1071.81805433481
Långholmsgatan 5,Södermalm Hornstull Högalid,18.0328989,59.31774153,44,2,6,2161,2017-02-07,3800000,4030000,1069.67083598682
Värmlandsvägen 9B,Farsta,18.0860613,59.2470949,35,1,1,2210,2017-02-07,1795000,2075000,1071.54659020832
Mölndalsbacken 140,Stureby,18.06260705,59.26603964,97.5,4,0,5322,2017-02-07,5295000,5650000,1070.49918542704
Beckomberga Ängsväg 47,Bromma,17.89832711,59.35740616,72,3,5,4372,2017-02-07,3495000,3500000,1062.39827185281
Fleminggatan 33,Kungsholmen,18.04216862,59.33309093,31,1,3,1150,2017-02-07,2750000,3650000,1070.49763130485
Tyskbagargatan 10,Östermalm,18.08387563,59.33974111,66,2,0,2774,2017-02-07,5990000,6000000,1073.09249814964
Tjärhovsgatan 19,Södermalm,18.0816976,59.3159404,72,2,2,1207,2017-02-07,6500000,5550000,1072.53289717242
Pontonjärgatan 45,Kungsholmen,18.02812958,59.32982254,44,1,0.5,2660,2017-02-07,2995000,3550000,1069.60572870952
Karlbergsvägen 29B,Vasastan,18.04133366,59.34239036,95,3,2,2867,2017-02-07,7500000,9500000,1070.61586466673
Astri Taubes Torg 8,Enskededalen,18.10940148,59.28030265,90.5,4,1,4794,2017-02-07,4850000,5210000,1073.53080054476
Nytorgsgatan 15,Södermalm,18.08093071,59.31652069,38,2,4,2247,2017-02-07,3295000,4325000,1072.49790055417
Döbelnsgatan 25,Vasastan,18.0620129,59.3403301,132,4,3,5263,2017-02-07,11900000,11900000,1071.80580775646
Rusthållarvägen 141,Bagarmossen,18.13532257,59.27375412,38,1,3,3017,2017-02-07,1995000,2430000,1074.94865090107
Tjustgatan 2,Södermalm,18.07017088,59.31223544,32,2,1.5,2686,2017-02-07,2690000,3310000,1071.78222967559
Nybergsgatan 9,Östermalm,18.08438062,59.3373077,31,1,2,1046,2017-02-07,2995000,3870000,1073.07845741286
Nybohovsbacken 83,Liljeholmen,18.01382303,59.30788756,59,2,1,1949,2017-02-07,2995000,3015000,1068.36179078898
Stamgatan 67,Älvsjö,18.0391206,59.2861398,69.5,3,2,4671,2017-02-07,1995000,2300000,1069.46982576066
Årstavägen 83,Årsta,18.04674807,59.29808512,25.5,1,5,1853,2017-02-07,1995000,2610000,1070.13760319406
Askängsbacken 1,Mariehäll,17.9582778,59.3604251,100,2,1,7124,2017-02-07,3300000,2995000,1066.01100427189
Tyskbagargatan 14,Östermalm,18.0848438,59.3395102,66,2,4,3920,2017-02-07,6500000,7400000,1073.14577313551
Torsgatan 70,Vasastan,18.03509631,59.34458947,26,1,1,1511,2017-02-07,2450000,2920000,1070.28538656886
Sofielundsplan 40,Johanneshov,18.0889276,59.2892466,73,3,0,2939,2017-02-07,3195000,3350000,1072.47888920595
Kastrupgatan 6,Kista,17.93900267,59.40263326,79.5,3,4,4635,2017-02-07,2395000,2600000,1065.62399665617
Solberga Hagväg 11,Älvsjö,18.0079423,59.2803381,105,5,0,4549,2017-02-07,3750000,4600000,1067.51690802929
Kratsbodavägen 50B,Bromma,17.9546484,59.3613905,48,2,6,2812,2017-02-07,2995000,3310000,1065.8128949626
Östermalmsgatan 68B,Östermalm,18.08072805,59.34075662,55,2,1,2297,2017-02-07,5250000,6700000,1072.92408272746
Stora Gungans väg 6B,Enskede-Årsta-Vantör,18.0890079,59.2847795,41.5,2,0,1952,2017-02-07,2495000,3210000,1072.40284472526
Prästgårdsgränd 7,Älvsjö Centrum,18.0105696,59.2804245,63,2,3,2810,2017-02-07,1995000,2790000,1067.6742113748
Karlbergsvägen 76,Vasastan,18.03024888,59.34327317,78,3,1,3171,2017-02-06,5150000,5800000,1069.97398460893
Ballonggatan 6,Skarpnäck,18.13270926,59.26713622,75.5,3,2,5052,2017-02-06,2495000,3300000,1074.67374975008
Bäverbäcksgränd 84,Rågsved Högdalen Hagsätra,18.036007,59.2535475,91,4,3,6554,2017-02-06,2450000,2720000,1068.69739748483
Klubbacken 28,Mälarhöjden,17.96542974,59.30572035,50,2,3,2990,2017-02-06,2595000,3005000,1065.45275212801
Beckomberga Skogsväg 4,Bromma,17.89650847,59.35631408,70,3,1,4081,2017-02-06,3295000,3295000,1062.2707776807
Sjöfartsgatan 15,Hammarby Sjöstad,18.08972792,59.30358419,44,1.5,4,2453,2017-02-06,3400000,3400000,1072.78570267791
Karlbergsvägen 51,Vasastan,18.0347859,59.3422194,26,1,0,1502,2017-02-06,0,3200000,1070.22422170983
Klippgatan 14G,Södermalm,18.08759001,59.31439755,46,2,1,2597,2017-02-06,3495000,3825000,1072.85450457455
Valhallavägen 164,Östermalm,18.09560717,59.33926482,54,2,2,2168,2017-02-06,4250000,4600000,1073.78002593932
Trollesundsvägen 149,Högdalen,18.0485947,59.2604217,37.5,1,0,1991,2017-02-06,1850000,2450000,1069.56733301438
Kaplansbacken 3,Kungsholmen,18.05015012,59.32924807,24,1,1,1307,2017-02-06,2395000,3025000,1070.90183417022
Heleneborgsgatan 9A,Högalid,18.03759595,59.31904088,44,2,1,2307,2017-02-06,3495000,4100000,1069.97289153497
Fastlagsvägen 59,Midsommarkransen,17.99332377,59.30312212,54,2,3,3746,2017-02-06,2695000,3400000,1067.06027687701
