Address,Area,Longitude,Latitude,Living area (m2),Rooms,Floor,Rent,Sold date,Listed price,Sold for (SEK),LongitudeXLatitude
Gustavslundsvägen 149P,Bromma Alvik,17.98321366,59.33154773,61,2,5,3274,2017-10-11,3745000,4400000,1066.97189960708
Rörstrandsgatan 13,Vasastan,18.03304911,59.34001803,87,3,1,1404,2017-10-11,7995000,8400000,1070.08145932328
Fjugestagränd 2,Bandhagen,18.00594807,59.26316094,58,2,3,2846,2017-10-11,1950000,2060000,1067.08939834969
Mosebacke Torg 8,Södermalm,18.07406995,59.31780313,64.5,2,3,3884,2017-10-11,6250000,6950000,1072.11412305195
Hallebergsvägen 22,Traneberg,17.98377156,59.33781858,74,3,1,4111,2017-10-11,4750000,4750000,1067.11777421144
Valhallavägen 104,Östermalm,18.07921529,59.34299417,89,3.5,2,4154,2017-10-11,7975000,8750000,1072.87476755264
Borgargatan 6,Södermalm Högalid,18.03428801,59.31749328,57,2,1,3168,2017-10-11,4845000,5200000,1069.74875784276
Bordsvägen 53,Enskede,18.07906738,59.26169946,68,3,2,3812,2017-10-11,2995000,3500000,1071.39625759065
Rindögatan 30,Gärdet,18.09809093,59.34565215,24,1,4,1872,2017-10-11,2350000,2700000,1074.04300891085
Sjöbjörnsvägen 8,Gröndal,18.01092802,59.3167414,27,1,0,1699,2017-10-11,1995000,2500000,1068.34955973635
Fridhemsgatan 70,Kungsholmen,18.03283453,59.33663673,61,2.5,5,3489,2017-10-11,6200000,7200000,1070.00775171881
Svartviksslingan 45,Bromma Minneberg,17.99002647,59.33995785,68.5,3,5,3979,2017-10-11,3495000,4325000,1067.52741245018
Junkergatan 14,Aspudden,17.9899,59.30625,53,2,1,2827,2017-10-11,3195000,3400000,1066.913506875
Tavastgatan 43,Södermalm,18.0576,59.3193,52,2,2,2403,2017-10-11,4295000,5275000,1071.16419168
Skebokvarnsvägen 127,Bandhagen,18.03841819,59.26768325,60,3,2,3185,2017-10-11,2095000,2600000,1069.09525561596
Kubbegatan 33,Sköndal,18.11195435,59.25567387,58.5,2,3,2944,2017-10-11,2095000,2725000,1073.23606011193
Hallandsgatan 48,Södermalm,18.07155397,59.31098667,46,2,4,2872,2017-10-11,4100000,3990000,1071.84169662086
Grubbens gata 3,Kungsholmen,18.03783417,59.33437687,68,2,2,3263,2017-10-11,5500000,6050000,1070.26365056134
Bjulevägen 29,Stureby,18.04219301,59.28084573,70,3,3,4397,2017-10-11,2350000,2495000,1069.55646045669
Östgötagatan 32,Södermalm-Katarina,18.07711222,59.3131482,24,1,2,850,2017-10-11,3400000,3200000,1072.21043613289
Brahegatan 17,Östermalm,18.07669101,59.33881434,103,3,2,3566,2017-10-11,10300000,10200000,1072.64941172394
Atterbomsvägen 30,Marieberg,18.01111,59.3268,34,1,2,1961,2017-10-11,2250000,2950000,1068.541520748
Ibsengatan 56,Bromma Blackeberg,17.87830995,59.35059741,68,3,1,3387,2017-10-11,2790000,2650000,1061.08837621365
Parkgatan 6A,Kungsholmen,18.03710461,59.33344662,55,2,2,2346,2017-10-11,4600000,5500000,1070.20358355679
Upplandsgatan 11,Vasastan,18.05354094,59.33743908,31,1,3,1532,2017-10-11,2790000,3620000,1071.25088570554
Eklångsvägen 32,Årsta,18.05691004,59.29874646,42.7,2,3,2609,2017-10-11,2495000,3100000,1070.75213031299
Lötmogatan 7,Midsommarkransen,18.01270189,59.30372664,29,2,2,2465,2017-10-11,2195000,2905000,1068.22034893237
Gullmarsvägen 12,Hammarbyhöjden,18.07566,59.29834,26,1,0,1752,2017-10-11,1995000,2410000,1071.8566324044
Spannvägen 48,Abrahamsberg,17.94513702,59.33706334,82,3,3,5158,2017-10-11,4295000,4975000,1064.81173200072
Jellingegränd 4,Kista,17.9483,59.3957,89,5,2,5794,2017-10-11,2595000,2595000,1066.05184231
Fyrvaktarkroken 40,Blåsut,18.09274498,59.29070254,107,5,2,5955,2017-10-11,5595000,5700000,1072.73156074126
Ymsenvägen 10,Årsta,18.0683,59.2973,78,4,7,3030,2017-10-11,5600000,4995000,1071.40140559
Kamomillagatan 13,Bromma,17.94798195,59.3613595,58,2,4,3167,2017-10-11,2795000,3150000,1065.41660883346
Bergsrådsvägen 32,Skarpnäcks stadsdelsområde,18.12759554,59.27535469,32,2,0,2264,2017-10-11,2400000,2070000,1074.51965531036
Hårdvallsgatan 11,Norra Djurgårdsstaden,18.089434,59.35393093,82,3,1,4906,2017-10-11,6195000,6195000,1073.67901619879
Ulriksborgsgatan 7,Kungsholmen,18.01726875,59.33464185,82,3,18,4425,2017-10-11,6895000,6895000,1069.04818839645
Karlsviksgatan 19,Kungsholmen,18.02934766,59.33129052,58.5,2,3,2944,2017-10-11,4975000,5005000,1069.70446390154
Bondegatan 16B,Södermalm Sofia,18.0784696,59.31276107,94,3,4,2806,2017-10-11,7495000,8320000,1072.28394789606
Erik Dahlbergsgatan 18,Gärdet,18.09167821,59.342099,51,2,0.5,2710,2017-10-11,4300000,4120000,1073.59815941396
Birger Jarlsgatan 67,Vasastan,18.06278318,59.34321516,68,3,2.5,2513,2017-10-11,6300000,6300000,1071.90362863917
Cedergrensvägen 28,Midsommarkransen,18.00002687,59.30186635,35,1,2,2069,2017-10-11,2195000,2895000,1067.43518774115
Vidängsvägen 51A,Traneberg,17.97793508,59.33960222,37,1,1,1987,2017-10-11,2195000,2250000,1066.80351638418
Götaforsvägen 17,Enskede-Årsta-Vantör,18.05675793,59.27068186,55,2,3,3408,2017-10-11,2395000,2545000,1070.23635469206
Skagersvägen 10,Årsta,18.06506803,59.29873405,44.5,2,1,2728,2017-10-11,2195000,2550000,1071.23566470613
Styrmansgatan 53A,Östermalm,18.08810949,59.33640692,33,1,0,1330,2017-10-11,3300000,3340000,1073.28342511215
Kölnagatan 6,Hammarby Sjöstad,18.09812373,59.30439757,42,2,3,2731,2017-10-11,3150000,3650000,1073.29832495497
Midsommarvägen 25,Midsommarkransen,18.00800957,59.29986394,43,2,1,3056,2017-10-11,3050000,3050000,1067.87251733122
Sveavägen 126,Vasastan,18.05463552,59.34549415,34,2,7,1996,2017-10-11,2950000,3500000,1071.46126663254
Värtavägen 18,Östermalm,18.09446096,59.3394928,128,5,0,2850,2017-10-11,12000000,11000000,1073.7161358558
Marieviksgatan 49,Liljeholmen,18.02763008,59.30807053,71,3,5,3373,2017-10-11,4995000,4750000,1069.18395627339
Klippgatan 14F,Södermalm,18.08733702,59.3141354,20.5,1,0,1156,2017-10-11,2000000,2550000,1072.83475702971
Olaus Magnus väg 20,Skärmarbrink,18.0890032,59.29801134,41,1,3,3157,2017-10-11,2195000,2700000,1072.6419168829
Spannarpsgränd 8,Enskede-Årsta-Vantör,18.02829679,59.28921949,59,2,2,4364,2017-10-11,2300000,2350000,1068.88364541317
Mandelbrödsvägen 2,Sköndal,18.1064669,59.25605443,55,2,0.5,3614,2017-10-11,1995000,2410000,1072.91778816139
Björkbacksvägen 10,Bromma,17.9648838,59.34302521,45,2,3,3941,2017-10-11,1995000,2410000,1066.09055223812
Sysslomansgatan 11,Kungsholmen,18.02501004,59.33074545,47,2,5,3326,2017-10-11,2995000,3550000,1069.43728241693
Fagningsgatan 5,Norra Djurgårdsstaden,18.087,59.3537,79,3,4,4596,2017-10-11,0,6325000,1073.5303719
Ymsenvägen 2,Årsta,18.0666,59.2986,66.5,3,5,3460,2017-10-11,3875000,4425000,1071.32408676
Sveavägen 140,Vasastan,18.05372215,59.34629906,26,1,0,1447,2017-10-11,2250000,2650000,1071.42159386005
Metargatan 12,Sofia,18.08537467,59.30806953,32,1,3,1798,2017-10-11,2695000,3550000,1072.60865840446
Östgötagatan 89,Sofia,18.08003534,59.3077681,46,2,5,2124,2017-10-11,3650000,4605000,1072.28654318452
Pastellvägen 13,Blåsut,18.08753014,59.29221637,68,3,1,3799,2017-10-11,2995000,3225000,1072.44975065978
Härjedalsgatan 39,Hässelby-Vällingby,17.87303537,59.36679891,59,2,1,3485,2017-10-11,2095000,2350000,1061.06489672211
Galonvägen 26,Riksby,17.94867754,59.34011104,44,1.5,1,2116,2017-10-11,2195000,2610000,1065.07651824475
Peter Myndes Backe 22,Södermalm,18.06964,59.31868,61,2,5,3656,2017-10-11,4595000,4600000,1071.8671928752
Västmannagatan 22,Vasastan,18.05158854,59.33803197,33,1,1,1493,2017-10-11,2995000,3460000,1071.14573789581
Döbelnsgatan 43,Vasastan,18.06078994,59.34156134,100,4,2,3062,2017-10-11,9200000,8995000,1071.75547407336
Wallingatan 11,Centrum,18.05712461,59.33690484,36,1,2,2448,2017-10-11,3450000,4200000,1071.45388466759
Stagneliusvägen 43,Kungsholmen,18.00437767,59.32908088,58,2,2,1174,2017-10-11,3795000,3650000,1068.1831789775
Sjöviksvägen 76,Hägersten-Liljeholmen,18.03293746,59.30597731,41,2,3,2773,2017-10-10,2695000,3000000,1069.46097983541
Sareksvägen 1,Traneberg,17.97894359,59.33585975,49,2,2,2543,2017-10-10,2995000,3180000,1066.7960753094
Fredriksdalsgatan 7,Hammarby Sjöstad,18.08217618,59.30278238,68.5,2,1,3871,2017-10-10,4495000,4495000,1072.32335895936
Dagsverksvägen 203,Spånga,17.90712166,59.37735748,71,3,2,3747,2017-10-10,2295000,2550000,1063.27756424367
Gräsholmsvägen 44,Skärholmen,17.90243626,59.27962928,62,2,1,4930,2017-10-10,1795000,1850000,1061.24978470163
Björnboda Torg 1,Vällingby,17.85761118,59.37742512,55,2,0,2686,2017-10-10,1895000,2000000,1060.33897066252
Bagarfruvägen 87,Sköndal,18.1153,59.2578,40,1,1,2955,2017-10-10,1795000,2200000,1073.47282434
Brännkyrkagatan 91,Södermalm,18.0509,59.318,69,2,3,2377,2017-10-10,3995000,4500000,1070.7432862
Horisontvägen 87,Skarpnäck,18.1339,59.2641,74,3,2,5487,2017-10-10,1995000,2290000,1074.68926299
Birger Jarlsgatan 119,Vasastan Östermalm,18.0581,59.35,35,1,2,1164,2017-10-10,3300000,3100000,1071.748235
Bärkingeplan 8,Spånga,17.89748,59.39174,89,3,0,5290,2017-10-10,1875000,1925000,1062.9624788152
Swedenborgsgatan 10,Södermalm-Maria,18.0627358,59.31686197,53,2,3,1909,2017-10-10,5500000,5600000,1071.42480624918
Eriksdalsgatan 19,Södermalm Katarina,18.06663036,59.30655407,55,3,2,3085,2017-10-10,3850000,4800000,1071.46959030804
Sehlstedtsgatan 7,Gärdet,18.11178283,59.34273462,43,2,4,2150,2017-10-10,3250000,3800000,1074.80272197576
Harpsundsvägen 67,Enskede-Årsta-Vantör,18.04444313,59.26325964,85,4,1,4249,2017-10-10,3495000,2900000,1069.3725182724
Eriksbergsgatan 16,Östermalm,18.06863215,59.34132292,119,4,2,4337,2017-10-10,12900000,11300000,1072.21653513584
Lilla Nygatan 15,Gamla Stan,18.06926174,59.32353554,61,2,1,2477,2017-10-10,5800000,5600000,1071.93249101445
Kungsgatan 86,Kungsholmen,18.04773947,59.33158702,97,4,3,4407,2017-10-10,8650000,8650000,1070.80102487859
Rusthållarvägen 167,Bagarmossen,18.13556314,59.27299685,70,3,2,4654,2017-10-10,3300000,3300000,1074.9491768702
Sturehillsvägen 10,Hägersten-Liljeholmen,18.03246171,59.30403237,55,2,6,3632,2017-10-10,3795000,3905000,1069.39769296063
Sankt Göransgatan 153,Kungsholmen,18.01567828,59.33747798,22.5,1,6,1427,2017-10-10,1895000,2600000,1069.00491323426
Sveavägen 138,Vasastan,18.05400252,59.34604116,41,2,3,1890,2017-10-10,3990000,3600000,1071.43357665466
Heleneborgsgatan 9B,Södermalm,18.03780198,59.31886022,83,3,4,4126,2017-10-10,7975000,7600000,1069.98185432766
Gustavslundsvägen 149R,Bromma Alvik,17.98328936,59.33178715,98.5,4,6,5007,2017-10-10,6895000,7100000,1066.98069656438
Pilvingegatan 107,Skarpnäck,18.12752298,59.27016537,65.5,2.5,2,5171,2017-10-10,2395000,2400000,1074.42128477308
Skälderviksplan 7,Årsta,18.03294254,59.29907182,58,2,1,3839,2017-10-10,2900000,2710000,1069.33675480539
Eldsbergagränd 37,Älvsjö,18.03447,59.28756,83,3,0,4424,2017-10-10,2650000,2440000,1069.2197221932
Mariestadsvägen 5,Skarpnäcks stadsdelsområde,18.10836,59.29612,47.5,2,2,3985,2017-10-10,2650000,2840000,1073.7554875632
Selebovägen 15,Svedmyra,18.06800768,59.27107856,62,2,3,3180,2017-10-10,3300000,3300000,1070.91030262396
Nytorgsgatan 15A,Södermalm,18.08135033,59.31660466,36,2,0.5,2026,2017-10-10,2950000,3195000,1072.52430924357
Fagningsgatan 9,Norra Djurgårdsstaden,18.0867496,59.3537625,68,3,4,4107,2017-10-10,6150000,6150000,1073.51664015537
Husarviksgatan 10,Norra Djurgårdsstaden,18.08649703,59.35786176,93,4,3,5106,2017-10-10,8340000,8340000,1073.57579042939
Vikingagatan 21,Birkastan,18.03332806,59.34196568,55,2,2,2337,2017-10-10,4850000,4700000,1070.1331348327
Kellgrensgatan 10,Kungsholmen,18.01493836,59.33631208,53.5,2,5,3473,2017-10-10,3950000,4400000,1068.94000463092
Gaveliusgatan 10,Södermalm Sofia,18.09461117,59.30919089,36,1,2.5,2308,2017-10-10,2850000,3650000,1073.17674796186
Vanadisvägen 4K,Vasastan,18.0505026,59.34813254,41,1.5,0,1612,2017-10-10,3700000,3700000,1071.26362071841
Hallandsgatan 32,Södermalm,18.06882008,59.31054936,68,2.5,1,3363,2017-10-10,4750000,5150000,1071.6716452318
Strahlenbergsgatan 25,Hammarbyhöjden,18.09432149,59.29795765,39,2,3,2698,2017-10-10,2350000,2820000,1072.9563094195
Schlytersvägen 71,Hägersten,17.99854324,59.30664161,58,2,3,3776,2017-10-10,3200000,3110000,1067.43315343677
Pär Lagerkvists gata 34,Kungsholmen,18.00575035,59.33991569,72,3,8,3305,2017-10-10,5475000,5625000,1068.45970770419
Sibyllegatan 29,Östermalm,18.07988513,59.3364024,69,2.5,4,2802,2017-10-10,6700000,6250000,1072.79533941946
Bennebolsgatan 10,Spånga Solhem,17.89307452,59.38459119,94,4,0,5555,2017-10-10,3190000,3620000,1062.57291550241
Völundsgatan 1,Vasastan,18.0379399,59.3378327,65,2.5,2.5,3780,2017-10-09,5500000,5400000,1070.33226003886
Gumshornsgatan 12,Östermalm,18.09001511,59.33580301,26.5,1,4,1304,2017-10-09,2995000,3250000,1073.38557301488
Follingbogatan 26,Bromma,17.90150348,59.35860436,48.5,2,3,2562,2017-10-09,2800000,2790000,1062.60826251848
Gällerstagränd 1,Ormkärr,18.00713,59.25905,59.5,3,3,3066,2017-10-09,1995000,2325000,1067.0854170265
John Ericssonsgatan 14,Kungsholms Torg,18.0379801,59.3290784,36,1,5,1832,2017-10-09,3570000,3570000,1070.17673553054
Linnégatan 28,Östermalm,18.07550473,59.33810912,27,1,0.5,194,2017-10-09,2975000,3900000,1072.56627206782
Barnängs Tvärgränd 5,Södermalm Sofia,18.09140146,59.3081632,48,2,5,3326,2017-10-09,3750000,3750000,1072.9677903064
Harpsundsvägen 147,Högdalen,18.04511629,59.26015977,61.5,2,2,3085,2017-10-09,2095000,2480000,1069.35647441363
Kungsklippan 11,Kungsholmen,18.04711,59.33003,24,1,5,1740,2017-10-09,2195000,2600000,1070.7355777133
Glasfibergatan 19,Älvsjöstaden,18.0040602,59.2808307,92,4,3,4786,2017-10-09,4195000,4600000,1067.29564462881
Ada Nilssons gata 19,Fruängen,17.9543187,59.28399568,97,4,10,5204,2017-10-09,4595000,5700000,1064.40375224814
Johan Skyttes väg 388,Älvsjö,17.9775233,59.27938121,99,4,2,4951,2017-10-09,5350000,5230000,1065.69645691236
Västmannagatan 84,Vasastan,18.04444744,59.34509373,73,2,2,1568,2017-10-09,5695000,6100000,1070.84942463286
Vadmalsvägen 29,Riksby,17.94174,59.33979,65.5,3,1,3454,2017-10-09,3295000,3400000,1064.6590838346
Styrmansgatan 55,Östermalm,18.08809,59.33658,71,3,0,3682,2017-10-09,5950000,5900000,1073.2853993322
Karlavägen 59C,Östermalm,18.07999,59.33996,36,1,0,1735,2017-10-09,0,3215000,1072.8658834004
Kocksgatan 40,Södermalm-Katarina,18.08114648,59.31431609,34,1.5,4,2118,2017-10-09,2900000,3200000,1072.47083758431
Västertorpsvägen 2,Västertorp,17.9775342,59.29250045,64,2.5,3,4666,2017-10-09,2495000,2770000,1065.93295464339
Rådmansgatan 37,Vasastan,18.06095481,59.34075115,26,1,1.5,1343,2017-10-09,2495000,3230000,1071.75062491161
Ölandsgatan 46,Södermalm,18.07773471,59.30865423,46,2,3,3065,2017-10-09,4200000,4000000,1072.16611717706
Varvsgatan 6,Södermalm-Högalid,18.03921819,59.31914489,55,2,2,2319,2017-10-09,5470000,5470000,1070.07099751493
Rämensvägen 47,Årsta,18.04569552,59.29703013,45,2,3,3287,2017-10-08,2275000,2660000,1070.05615096625
Knektvägen 3,Gubbängen,18.07949845,59.26239235,53,2,3,3056,2017-10-08,2490000,2950000,1071.43433063512
Gullmarsvägen 2,Gullmarsplan,18.07866632,59.29886564,92,4,4,4513,2017-10-08,4750000,6120000,1072.04440506007
Linnégatan 8,Östermalm,18.07641677,59.33792218,154,3.5,6,3037,2017-10-08,18050000,18050000,1072.61701159151
Johanneshovsvägen 149,Årsta,18.05866831,59.29292313,82,3,3,4728,2017-10-08,4800000,4600000,1070.751231935
Kirunagatan 32,Vällingby,17.86476135,59.36535645,58,2,4,2984,2017-10-08,1995000,2125000,1060.54792543693
Hammarbyterrassen 7,Hammarby Sjöstad,18.08823824,59.30411969,95,4,1,5145,2017-10-08,6850000,7000000,1072.7070455662
Fyrskeppsvägen 19,Kärrtorp,18.1019442,59.28865104,71,3,1,4335,2017-10-08,3200000,3200000,1073.23985281935
Hornsgatan 149,Södermalm,18.03292036,59.31500596,65,2.5,2,3728,2017-10-08,4995000,4995000,1069.62277862961
Bergsunds Strand 15,Södermalm,18.02686887,59.31662643,35,1.5,6,2446,2017-10-08,2750000,3250000,1069.29304646439
Mobilgatan 10,Telefonplan,17.98880339,59.29887792,91,3,6,4919,2017-10-08,5800000,5600000,1066.71585615049
Essinge Brogata 5,Lilla Essingen Kungsholmen,18.0084157,59.32518267,66,3,5,3785,2017-10-08,4250000,4500000,1068.3525509998
Gamla Huddingevägen 441,Älvsjö,18.02363014,59.27407455,42,2,1,2506,2017-10-08,2500000,2280000,1068.33399657999
Gustaf Wickmans väg 7,Älvsjö,17.97797336,59.27763174,105,4,2,6189,2017-10-08,4995000,5400000,1065.69168426561
Fredhällsgatan 9,Kungsholmen,18.00166,59.3304,96,4,2,4318,2017-10-08,6995000,6995000,1068.045688464
Tellusborgsvägen 90,Telefonplan,18.00199986,59.29879028,36,1.5,2,2004,2017-10-07,2295000,2880000,1067.49681431873
Inteckningsvägen 17I,Hägersten-Liljeholmen,17.98668981,59.29205201,68,2,1,5156,2017-10-07,2295000,2295000,1066.46774770226
Salagatan 28,Spånga Solhem,17.89000578,59.38592429,57,2,4,3772,2017-10-07,2500000,2500000,1062.41452879874
Tegelviksgatan 51,Södermalm,18.09884906,59.31091033,78,3,2,4674,2017-10-07,4890000,5250000,1073.45921367386
Döbelnsgatan 79,Vasastan,18.05716489,59.34507025,34,2,5,1802,2017-10-07,2875000,3600000,1071.60371891288
Herkulesgatan 26,Stockolm,18.06330751,59.32992475,112,5,6,5635,2017-10-07,8495000,8650000,1071.69467530441
Fjugestagränd 3,Ormkärr,18.00674133,59.2633736,67,3,0,3306,2017-10-07,2195000,2350000,1067.14023875835
Gjutargatan 6,Kungsholmen,18.0275,59.3369,55,2,0,3207,2017-10-07,3495000,3670000,1069.69596475
Baltzar von Platens gata 4,Kungsholmen,18.0317,59.32874,43,2,3,2183,2017-10-07,3795000,4025000,1069.798041058
Scheelegatan 40B,Kungsholmen,18.0465138,59.33416346,60,2,8,2858,2017-10-07,4350000,4575000,1070.77479969235
Trollesundsvägen 26B,Bandhagen,18.04950508,59.26902818,62,2,3,5428,2017-10-07,1495000,1910000,1069.77662522157
Renstiernas gata 14A,Södermalm,18.08310612,59.31590391,71,3.5,0,2063,2017-10-07,5850000,6830000,1072.61578500825
Byggmästarvägen 23,Bromma,17.9523167,59.332593,54,3,1,3436,2017-10-07,2695000,3025000,1065.1575001682
Fredhällsgatan 13,Kungsholmen,18.00139999,59.33003616,60,2,1,2812,2017-10-07,3995000,4550000,1068.02371233732
Sibeliusgången 36,Akalla,17.91102099,59.41627836,80.9,3,10,4792,2017-10-07,1895000,2035000,1064.20620885364
Karlaplan 15B,Östermalm,18.09092673,59.33923724,85,3,1,2844,2017-10-07,7695000,7750000,1073.50179312293
Lofotengatan 10,Husby,17.92684757,59.41158637,76,3,1,5037,2017-10-07,1695000,1990000,1065.06245274688
Johannes Plan 5,Centrum Norrmalm Vasastan,18.06371524,59.33765834,55,2,0,2581,2017-10-06,4475000,4800000,1071.85856326217
Riksrådsvägen 66,Skarpnäck,18.12194016,59.27475499,109,5.5,0,5524,2017-10-06,7400000,7675000,1074.17356292744
Per Lindeströms väg 76,Hammarbyhöjden,18.1017774,59.2978487,63,3,3,4149,2017-10-06,3495000,3900000,1073.39645746628
Olshammarsgatan 85,Hagsätra,18.00905645,59.25932641,27.5,1,2,1946,2017-10-06,1595000,1865000,1067.20455450667
Frejgatan 101,Vasastan,18.0411,59.34316,35,1,3,1504,2017-10-06,2995000,3400000,1070.615883876
Wenströmsvägen 4,Hjorthagen,18.0949,59.3546,38,2,1,2599,2017-10-06,2495000,2885000,1074.01555154
Bolmensvägen 33,Årsta,18.06432,59.29516,41,2,3,3168,2017-10-06,2375000,2575000,1071.1267446912
Jarl Kulles gata 1,Aspudden,17.98509,59.30662,52,2,2,3034,2017-10-06,2995000,3200000,1066.6348982958
Gästrikegatan 10,Vasastan,18.04013263,59.34123469,105,4,1,3430,2017-10-06,8490000,8400000,1070.52374423556
Segelflygsgatan 6,Skarpnäck,18.12942115,59.26583908,80.3,3,2,4926,2017-10-06,2250000,2870000,1074.45535648945
Finn Malmgrens väg 57,Johanneshov,18.1098938,59.29595566,38,2,3,3130,2017-10-06,2195000,2550000,1073.84345977211
Nynäsvägen 339,Enskede,18.09116185,59.28297789,45,1,2,2768,2017-10-06,2295000,2560000,1072.49794795796
Johan Skyttes väg 394,Älvsjö,17.97851563,59.27931976,84,3,0,4710,2017-10-06,3950000,4275000,1065.75417684093
Sågargatan 14,Södermalm,18.09125,59.31423,62,2,0.5,3756,2017-10-06,3995000,4200000,1073.0685634875
Hornsbergs Strand 15B,Hornsbergs Strand,18.015014,59.33964228,40,2,2,2167,2017-10-06,2995000,3300000,1069.00448642919
Götgatan 92,Södermalm,18.07505672,59.31004567,46,2,5,1672,2017-10-06,2995000,3590000,1072.03243955104
Riksdalervägen 7,Hägerstensåsen,17.98408653,59.29751833,56,2,8,2214,2017-10-06,2875000,3525000,1066.41170066098
Midsommarvägen 49,Midsommarkransen,18.00490201,59.29953524,96,4,4,4442,2017-10-06,5895000,6710000,1067.68232123474
Ringvägen 163,Södermalm,18.08649804,59.31042058,71,3,2.5,2753,2017-10-06,5995000,6700000,1072.71780557175
Örby Slottsväg 46,Älvsjö,18.0336,59.2801,47,2,3,2578,2017-10-06,2095000,2675000,1069.03361136
Kirunagatan 72,Vällingby Centrum,17.86247735,59.36616667,58,2,3,2997,2017-10-06,1995000,2325000,1060.4268074992
Skedviksvägen 20,Årsta,18.05087432,59.29809039,61,2,3,3974,2017-10-06,3000000,3000000,1070.38237704589
Igeldammsgatan 26,Kungsholmen,18.02393282,59.3378565,122,5,6,3546,2017-10-06,9500000,10610000,1069.5015392388
Kinnekullevägen 39,Traneberg,17.98180189,59.33596263,39,1,3,3834,2017-10-06,2600000,2500000,1066.9675249651
Vanadisvägen 31A,Vasastan,18.04318786,59.34560355,92,3,4,4194,2017-10-06,8250000,8750000,1070.78387351773
Strandvägen 67,Östermalm,18.09850817,59.33326476,271,8,4,10512,2017-10-06,33000000,33000000,1073.84357701163
Rörstrandsgatan 40,Vasastan,18.0282855,59.34111223,95,3,4,3372,2017-10-06,7695000,8500000,1069.81851316998
Marieviksgatan 49,Liljeholmskajen,18.02763008,59.30807053,64,2,3,3094,2017-10-06,3975000,4480000,1069.18395627339
